Location,LocationHierarchy,audience_Lula,audience_Marina,audience_Ciro,audience_Alckmin,audience_Dias,audience_Bolsonaro,Frequency,%audience_Lula,%audience_Marina,%audience_Bolsonaro,%audience_Ciro,%audience_Alckmin,%audience_Dias,audience_13-18,audience_19-30,audience_46-65,audience_65+,audience_31-45,audience_13-18_Lula_man,audience_19-30_Lula_man,audience_46-65_Lula_man,audience_65+_Lula_man,audience_31-45_Lula_man,audience_13-18_Marina_man,audience_19-30_Marina_man,audience_46-65_Marina_man,audience_65+_Marina_man,audience_31-45_Marina_man,audience_13-18_Bolsonaro_man,audience_19-30_Bolsonaro_man,audience_46-65_Bolsonaro_man,audience_65+_Bolsonaro_man,audience_31-45_Bolsonaro_man,audience_13-18_Ciro_man,audience_19-30_Ciro_man,audience_46-65_Ciro_man,audience_65+_Ciro_man,audience_31-45_Ciro_man,audience_13-18_Alckmin_man,audience_19-30_Alckmin_man,audience_46-65_Alckmin_man,audience_65+_Alckmin_man,audience_31-45_Alckmin_man,audience_13-18_Dias_man,audience_19-30_Dias_man,audience_46-65_Dias_man,audience_65+_Dias_man,audience_31-45_Dias_man,audience_13-18_Lula_woman,audience_19-30_Lula_woman,audience_46-65_Lula_woman,audience_65+_Lula_woman,audience_31-45_Lula_woman,audience_13-18_Marina_woman,audience_19-30_Marina_woman,audience_46-65_Marina_woman,audience_65+_Marina_woman,audience_31-45_Marina_woman,audience_13-18_Bolsonaro_woman,audience_19-30_Bolsonaro_woman,audience_46-65_Bolsonaro_woman,audience_65+_Bolsonaro_woman,audience_31-45_Bolsonaro_woman,audience_13-18_Ciro_woman,audience_19-30_Ciro_woman,audience_46-65_Ciro_woman,audience_65+_Ciro_woman,audience_31-45_Ciro_woman,audience_13-18_Alckmin_woman,audience_19-30_Alckmin_woman,audience_46-65_Alckmin_woman,audience_65+_Alckmin_woman,audience_31-45_Alckmin_woman,audience_13-18_Dias_woman,audience_19-30_Dias_woman,audience_46-65_Dias_woman,audience_65+_Dias_woman,audience_31-45_Dias_woman,TotalPopulation,%population_none,%population_Lula,%population_Marina,%population_Bolsonaro,%population_Ciro,%population_Alckmin,%population_Dias
"Pará, Brazil",State,220000.0,44000.0,42000.0,17000.0,15000.0,100000.0,Monthly,50.23,10.05,22.83,9.59,3.88,3.42,550000.0,1600000.0,510000.0,65000.0,1100000.0,7800.0,42000.0,21000.0,2900.0,37000.0,1100.0,10000.0,4800.0,1000.0,7800.0,4900.0,38000.0,7300.0,1100.0,23000.0,1100.0,9000.0,4000.0,1000.0,7900.0,1000.0,3700.0,3100.0,1000.0,4200.0,1000.0,1900.0,2700.0,1000.0,3300.0,12000.0,42000.0,23000.0,3800.0,34000.0,1200.0,7500.0,5000.0,1000.0,5800.0,4900.0,38000.0,7300.0,1100.0,23000.0,1100.0,9000.0,4000.0,1000.0,7900.0,1000.0,3700.0,3100.0,1000.0,4200.0,1000.0,1900.0,2700.0,1000.0,3300.0,3700000.0,88.16,5.95,1.19,2.7,1.14,0.46,0.41
"Pará, Brazil",State,165235.0,36107.0,33994.0,13580.0,11608.0,72953.0,Daily,49.55,10.83,21.88,10.19,4.07,3.48,244786.0,888319.0,296343.0,32402.0,667333.0,4735.0,31407.0,15473.0,2499.0,28412.0,1099.0,7904.0,3982.0,799.0,6054.0,3124.0,26517.0,4923.0,676.0,18096.0,756.0,6847.0,3164.0,833.0,6410.0,498.0,2506.0,2755.0,832.0,3613.0,997.0,1424.0,2051.0,749.0,2419.0,8429.0,31244.0,18345.0,3134.0,26205.0,1099.0,6292.0,4374.0,856.0,4583.0,3124.0,26517.0,4923.0,676.0,18096.0,756.0,6847.0,3164.0,833.0,6410.0,498.0,2506.0,2755.0,832.0,3613.0,997.0,1424.0,2051.0,749.0,2419.0,2051279.0,83.74,8.06,1.76,3.56,1.66,0.66,0.57
"Paraíba, Brazil",State,190000.0,33000.0,41000.0,11000.0,9400.0,74000.0,Monthly,53.01,9.21,20.65,11.44,3.07,2.62,270000.0,880000.0,340000.0,51000.0,650000.0,5900.0,35000.0,17000.0,2500.0,30000.0,1000.0,8000.0,3600.0,1000.0,6100.0,3800.0,29000.0,5500.0,1000.0,17000.0,1000.0,9500.0,4500.0,1000.0,9100.0,1000.0,2300.0,2100.0,1000.0,2700.0,1000.0,1400.0,1900.0,1000.0,2000.0,8300.0,35000.0,25000.0,4400.0,32000.0,1000.0,5000.0,4400.0,1000.0,4400.0,3800.0,29000.0,5500.0,1000.0,17000.0,1000.0,9500.0,4500.0,1000.0,9100.0,1000.0,2300.0,2100.0,1000.0,2700.0,1000.0,1400.0,1900.0,1000.0,2000.0,2100000.0,82.93,9.05,1.57,3.52,1.95,0.52,0.45
"Paraíba, Brazil",State,145541.0,25186.0,33195.0,9787.0,7785.0,50810.0,Daily,53.45,9.25,18.66,12.19,3.59,2.86,126842.0,486698.0,206742.0,26813.0,396066.0,3901.0,25933.0,12082.0,1854.0,23611.0,749.0,5670.0,2823.0,712.0,5292.0,2569.0,19570.0,0.0,599.0,11594.0,999.0,7672.0,3820.0,768.0,7505.0,498.0,1898.0,1749.0,1020.0,2415.0,997.0,1137.0,1628.0,999.0,1599.0,5164.0,26611.0,20490.0,3709.0,26600.0,666.0,3654.0,3519.0,888.0,3409.0,2569.0,19570.0,0.0,599.0,11594.0,999.0,7672.0,3820.0,768.0,7505.0,498.0,1898.0,1749.0,1020.0,2415.0,997.0,1137.0,1628.0,999.0,1599.0,1196159.0,77.24,12.17,2.11,4.25,2.78,0.82,0.65
"Paraná, Brazil",State,720000.0,63000.0,79000.0,38000.0,180000.0,330000.0,Monthly,51.06,4.47,23.4,5.6,2.7,12.77,690000.0,2900000.0,1600000.0,240000.0,2300000.0,22000.0,150000.0,86000.0,14000.0,120000.0,1200.0,13000.0,10000.0,1800.0,12000.0,16000.0,120000.0,32000.0,5600.0,78000.0,1400.0,15000.0,9100.0,1500.0,13000.0,1000.0,6400.0,9400.0,1900.0,8900.0,1100.0,22000.0,32000.0,6200.0,40000.0,26000.0,120000.0,100000.0,22000.0,98000.0,1200.0,8300.0,9500.0,2100.0,8300.0,16000.0,120000.0,32000.0,5600.0,78000.0,1400.0,15000.0,9100.0,1500.0,13000.0,1000.0,6400.0,9400.0,1900.0,8900.0,1100.0,22000.0,32000.0,6200.0,40000.0,7500000.0,81.2,9.6,0.84,4.4,1.05,0.51,2.4
"Paraná, Brazil",State,609983.0,54928.0,68562.0,34121.0,152157.0,278593.0,Daily,50.9,4.58,23.25,5.72,2.85,12.7,402407.0,1992879.0,1069226.0,141971.0,1632693.0,17850.0,131074.0,69490.0,11649.0,103346.0,1119.0,11177.0,8114.0,1462.0,10489.0,13560.0,100632.0,24136.0,4479.0,65689.0,1199.0,12762.0,7630.0,1312.0,11544.0,997.0,5958.0,8385.0,1676.0,7612.0,849.0,18252.0,24747.0,4894.0,34802.0,21517.0,105499.0,85473.0,17781.0,89436.0,1015.0,7499.0,8298.0,1988.0,7421.0,13560.0,100632.0,24136.0,4479.0,65689.0,1199.0,12762.0,7630.0,1312.0,11544.0,997.0,5958.0,8385.0,1676.0,7612.0,849.0,18252.0,24747.0,4894.0,34802.0,5081999.0,76.42,12.0,1.08,5.48,1.35,0.67,2.99
"Piauí, Brazil",State,150000.0,21000.0,25000.0,7500.0,6400.0,38000.0,Monthly,60.51,8.47,15.33,10.08,3.03,2.58,210000.0,650000.0,190000.0,26000.0,450000.0,4500.0,29000.0,11000.0,1300.0,24000.0,1000.0,5100.0,1900.0,1000.0,3800.0,1900.0,16000.0,2300.0,1000.0,8200.0,1000.0,5700.0,2700.0,1000.0,5800.0,1000.0,1600.0,1300.0,1000.0,1900.0,1000.0,1000.0,1000.0,1000.0,1600.0,6700.0,31000.0,16000.0,2000.0,26000.0,1000.0,3700.0,2400.0,1000.0,2900.0,1900.0,16000.0,2300.0,1000.0,8200.0,1000.0,5700.0,2700.0,1000.0,5800.0,1000.0,1600.0,1300.0,1000.0,1900.0,1000.0,1000.0,1000.0,1000.0,1600.0,1500000.0,83.47,10.0,1.4,2.53,1.67,0.5,0.43
"Piauí, Brazil",State,108429.0,16661.0,19516.0,6370.0,4558.0,27809.0,Daily,59.14,9.09,15.17,10.64,3.47,2.49,92882.0,361226.0,110904.0,13531.0,281884.0,3108.0,20900.0,7545.0,692.0,17799.0,332.0,4148.0,1583.0,997.0,3150.0,1215.0,11150.0,1776.0,570.0,6242.0,399.0,4863.0,1972.0,499.0,4712.0,0.0,1235.0,1223.0,999.0,1799.0,0.0,999.0,599.0,332.0,925.0,4563.0,21504.0,12444.0,1262.0,20892.0,832.0,2699.0,2265.0,997.0,2053.0,1215.0,11150.0,1776.0,570.0,6242.0,399.0,4863.0,1972.0,499.0,4712.0,0.0,1235.0,1223.0,999.0,1799.0,0.0,999.0,599.0,332.0,925.0,841999.0,78.23,12.88,1.98,3.3,2.32,0.76,0.54
"Rio de Janeiro, Brazil",State,750000.0,120000.0,180000.0,53000.0,69000.0,630000.0,Monthly,41.62,6.66,34.96,9.99,2.94,3.83,930000.0,4600000.0,3000000.0,530000.0,3800000.0,14000.0,120000.0,120000.0,23000.0,120000.0,1600.0,24000.0,17000.0,3500.0,22000.0,21000.0,210000.0,65000.0,12000.0,150000.0,2000.0,33000.0,23000.0,4400.0,36000.0,1000.0,9500.0,13000.0,3200.0,12000.0,1000.0,5000.0,17000.0,5100.0,10000.0,18000.0,110000.0,150000.0,40000.0,100000.0,1500.0,16000.0,19000.0,4900.0,16000.0,21000.0,210000.0,65000.0,12000.0,150000.0,2000.0,33000.0,23000.0,4400.0,36000.0,1000.0,9500.0,13000.0,3200.0,12000.0,1000.0,5000.0,17000.0,5100.0,10000.0,12000000.0,84.98,6.25,1.0,5.25,1.5,0.44,0.57
"Rio de Janeiro, Brazil",State,613399.0,102975.0,153769.0,47628.0,53493.0,497447.0,Daily,41.76,7.01,33.87,10.47,3.24,3.64,484839.0,2882666.0,1814399.0,285492.0,2547519.0,10799.0,96994.0,91537.0,17226.0,99263.0,1421.0,21067.0,13878.0,3240.0,19029.0,15990.0,164497.0,45067.0,7671.0,118981.0,1585.0,28863.0,18775.0,3804.0,31241.0,726.0,8917.0,11859.0,2799.0,10768.0,997.0,4074.0,12412.0,3245.0,7666.0,14309.0,94559.0,124616.0,32114.0,84540.0,1332.0,13925.0,16925.0,4271.0,13599.0,15990.0,164497.0,45067.0,7671.0,118981.0,1585.0,28863.0,18775.0,3804.0,31241.0,726.0,8917.0,11859.0,2799.0,10768.0,997.0,4074.0,12412.0,3245.0,7666.0,7430399.0,80.23,8.26,1.39,6.69,2.07,0.64,0.72
"Rio Grande do Norte, Brazil",State,200000.0,27000.0,39000.0,9700.0,9400.0,66000.0,Monthly,56.96,7.69,18.8,11.11,2.76,2.68,220000.0,780000.0,320000.0,45000.0,580000.0,6700.0,38000.0,17000.0,2400.0,29000.0,1000.0,6400.0,3000.0,1000.0,4700.0,3800.0,26000.0,5300.0,1000.0,15000.0,1000.0,9400.0,3900.0,1000.0,8300.0,1000.0,2100.0,1800.0,1000.0,2300.0,1000.0,1200.0,2000.0,1000.0,1900.0,9600.0,42000.0,27000.0,4600.0,33000.0,1000.0,4300.0,3800.0,1000.0,3400.0,3800.0,26000.0,5300.0,1000.0,15000.0,1000.0,9400.0,3900.0,1000.0,8300.0,1000.0,2100.0,1800.0,1000.0,2300.0,1000.0,1200.0,2000.0,1000.0,1900.0,1900000.0,81.52,10.53,1.42,3.47,2.05,0.51,0.49
"Rio Grande do Norte, Brazil",State,154708.0,22783.0,30681.0,7797.0,6229.0,46817.0,Daily,57.51,8.47,17.4,11.4,2.9,2.32,112480.0,452607.0,193489.0,24202.0,368570.0,5699.0,26590.0,12432.0,1799.0,22771.0,799.0,5307.0,2279.0,997.0,3550.0,2772.0,17970.0,3364.0,499.0,10699.0,888.0,7182.0,3206.0,888.0,6528.0,997.0,1626.0,1349.0,499.0,1916.0,997.0,932.0,841.0,499.0,1139.0,6894.0,31799.0,22988.0,3781.0,26983.0,999.0,3507.0,3575.0,749.0,2833.0,2772.0,17970.0,3364.0,499.0,10699.0,888.0,7182.0,3206.0,888.0,6528.0,997.0,1626.0,1349.0,499.0,1916.0,997.0,932.0,841.0,499.0,1139.0,1131386.0,76.22,13.67,2.01,4.14,2.71,0.69,0.55
"Rio Grande do Sul, Brazil",State,500000.0,71000.0,110000.0,57000.0,64000.0,310000.0,Monthly,44.96,6.38,27.88,9.89,5.13,5.76,650000.0,2700000.0,1800000.0,290000.0,2300000.0,11000.0,79000.0,83000.0,15000.0,78000.0,1100.0,10000.0,14000.0,2600.0,11000.0,15000.0,110000.0,37000.0,6900.0,76000.0,1000.0,18000.0,16000.0,1000.0,20000.0,1000.0,7600.0,17000.0,3600.0,11000.0,1000.0,4800.0,15000.0,4000.0,10000.0,15000.0,64000.0,110000.0,26000.0,65000.0,1200.0,7600.0,16000.0,3700.0,9900.0,15000.0,110000.0,37000.0,6900.0,76000.0,1000.0,18000.0,16000.0,1000.0,20000.0,1000.0,7600.0,17000.0,3600.0,11000.0,1000.0,4800.0,15000.0,4000.0,10000.0,7200000.0,84.56,6.94,0.99,4.31,1.53,0.79,0.89
"Rio Grande do Sul, Brazil",State,417094.0,61521.0,96004.0,51356.0,52945.0,264508.0,Daily,44.21,6.52,28.04,10.18,5.44,5.61,381333.0,1787759.0,1216319.0,171512.0,1660292.0,8574.0,65177.0,67418.0,12335.0,64544.0,1020.0,8888.0,11502.0,2022.0,9228.0,12691.0,93090.0,29740.0,5575.0,64651.0,869.0,15696.0,12502.0,838.0,17263.0,832.0,6799.0,15151.0,3399.0,9959.0,997.0,4088.0,11225.0,2604.0,9181.0,12281.0,53971.0,95840.0,22616.0,56899.0,1199.0,6470.0,14265.0,3248.0,8777.0,12691.0,93090.0,29740.0,5575.0,64651.0,869.0,15696.0,12502.0,838.0,17263.0,832.0,6799.0,15151.0,3399.0,9959.0,997.0,4088.0,11225.0,2604.0,9181.0,5013119.0,81.18,8.32,1.23,5.28,1.92,1.02,1.06
"Rondônia, Brazil",State,56000.0,11000.0,11000.0,5500.0,7400.0,48000.0,Monthly,40.32,7.92,34.56,7.92,3.96,5.33,120000.0,400000.0,160000.0,18000.0,300000.0,1500.0,10000.0,7700.0,1000.0,10000.0,1000.0,2200.0,1700.0,1000.0,2200.0,2200.0,18000.0,3300.0,1000.0,11000.0,1000.0,2000.0,1300.0,1000.0,2100.0,1000.0,1000.0,1300.0,1000.0,1500.0,1000.0,1000.0,1500.0,1000.0,1600.0,2600.0,8600.0,7100.0,1000.0,8000.0,1000.0,1600.0,1400.0,1000.0,1500.0,2200.0,18000.0,3300.0,1000.0,11000.0,1000.0,2000.0,1300.0,1000.0,2100.0,1000.0,1000.0,1300.0,1000.0,1500.0,1000.0,1000.0,1500.0,1000.0,1600.0,980000.0,85.83,5.71,1.12,4.9,1.12,0.56,0.76
"Rondônia, Brazil",State,45044.0,9701.0,8516.0,4713.0,6025.0,39230.0,Daily,39.78,8.57,34.65,7.52,4.16,5.32,57460.0,245405.0,100341.0,8783.0,203739.0,1142.0,8076.0,6126.0,699.0,8061.0,997.0,1780.0,1499.0,0.0,1787.0,1675.0,14556.0,2619.0,999.0,8937.0,799.0,1856.0,1052.0,499.0,1574.0,997.0,777.0,1191.0,997.0,1178.0,0.0,777.0,1312.0,997.0,1279.0,1792.0,6669.0,5899.0,999.0,6893.0,997.0,1599.0,1271.0,997.0,1038.0,1675.0,14556.0,2619.0,999.0,8937.0,799.0,1856.0,1052.0,499.0,1574.0,997.0,777.0,1191.0,997.0,1178.0,0.0,777.0,1312.0,997.0,1279.0,626154.0,81.92,7.19,1.55,6.27,1.36,0.75,0.96
"Roraima, Brazil",State,14000.0,4000.0,3400.0,1400.0,1800.0,16000.0,Monthly,34.48,9.85,39.41,8.37,3.45,4.43,41000.0,140000.0,41000.0,4800.0,93000.0,1000.0,2900.0,1500.0,1000.0,2500.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5700.0,1000.0,1000.0,3300.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2500.0,1400.0,1000.0,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5700.0,1000.0,1000.0,3300.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,310000.0,86.9,4.52,1.29,5.16,1.1,0.45,0.58
"Roraima, Brazil",State,10788.0,3582.0,2930.0,1178.0,1319.0,11974.0,Daily,33.96,11.27,37.69,9.22,3.71,4.15,17285.0,78254.0,24857.0,2836.0,56030.0,833.0,2599.0,1183.0,997.0,2023.0,997.0,799.0,498.0,997.0,845.0,374.0,4295.0,999.0,0.0,2231.0,0.0,999.0,498.0,0.0,832.0,0.0,997.0,498.0,0.0,999.0,0.0,664.0,599.0,997.0,997.0,666.0,1730.0,1031.0,664.0,1472.0,0.0,999.0,999.0,997.0,999.0,374.0,4295.0,999.0,0.0,2231.0,0.0,999.0,498.0,0.0,832.0,0.0,997.0,498.0,0.0,999.0,0.0,664.0,599.0,997.0,997.0,172605.0,81.59,6.25,2.08,6.94,1.7,0.68,0.76
"Santa Catarina, Brazil",State,340000.0,44000.0,62000.0,30000.0,60000.0,250000.0,Monthly,43.26,5.6,31.81,7.89,3.82,7.63,410000.0,1900000.0,1000000.0,150000.0,1500000.0,8200.0,66000.0,44000.0,7500.0,60000.0,1000.0,8400.0,7400.0,1200.0,9100.0,10000.0,85000.0,25000.0,4100.0,64000.0,1000.0,11000.0,8500.0,1400.0,12000.0,1000.0,4700.0,7000.0,1300.0,7200.0,1000.0,5800.0,13000.0,2800.0,12000.0,9500.0,52000.0,52000.0,11000.0,48000.0,1000.0,5200.0,6700.0,1500.0,5700.0,10000.0,85000.0,25000.0,4100.0,64000.0,1000.0,11000.0,8500.0,1400.0,12000.0,1000.0,4700.0,7000.0,1300.0,7200.0,1000.0,5800.0,13000.0,2800.0,12000.0,4900000.0,83.96,6.94,0.9,5.1,1.27,0.61,1.22
"Santa Catarina, Brazil",State,284226.0,37987.0,54888.0,26710.0,49871.0,209675.0,Daily,42.85,5.73,31.61,8.27,4.03,7.52,233350.0,1229172.0,679466.0,93817.0,1075599.0,6234.0,55788.0,35888.0,5649.0,50166.0,583.0,7506.0,6381.0,899.0,7662.0,6817.0,70832.0,19260.0,3303.0,53090.0,749.0,9961.0,8124.0,1399.0,10948.0,0.0,4323.0,6233.0,1099.0,6620.0,997.0,4787.0,9312.0,1679.0,10507.0,7599.0,43063.0,45690.0,9298.0,42720.0,997.0,4499.0,5861.0,1249.0,5099.0,6817.0,70832.0,19260.0,3303.0,53090.0,749.0,9961.0,8124.0,1399.0,10948.0,0.0,4323.0,6233.0,1099.0,6620.0,997.0,4787.0,9312.0,1679.0,10507.0,3282345.0,79.79,8.66,1.16,6.39,1.67,0.81,1.52
"São Paulo, Brazil",State,1700000.0,280000.0,380000.0,580000.0,210000.0,1100000.0,Monthly,40.0,6.59,25.88,8.94,13.65,4.94,2500000.0,12000000.0,7400000.0,1200000.0,10000000.0,37000.0,280000.0,240000.0,45000.0,280000.0,4200.0,53000.0,40000.0,7400.0,54000.0,43000.0,360000.0,120000.0,23000.0,280000.0,4700.0,66000.0,47000.0,8200.0,72000.0,5600.0,76000.0,110000.0,21000.0,110000.0,1000.0,15000.0,54000.0,14000.0,35000.0,52000.0,260000.0,290000.0,75000.0,240000.0,4400.0,41000.0,41000.0,9600.0,47000.0,43000.0,360000.0,120000.0,23000.0,280000.0,4700.0,66000.0,47000.0,8200.0,72000.0,5600.0,76000.0,110000.0,21000.0,110000.0,1000.0,15000.0,54000.0,14000.0,35000.0,32000000.0,86.72,5.31,0.88,3.44,1.19,1.81,0.66
"São Paulo, Brazil",State,1432533.0,239541.0,328044.0,509317.0,166623.0,906399.0,Daily,39.99,6.69,25.3,9.16,14.22,4.65,1403999.0,7763199.0,4862292.0,703039.0,6789332.0,30157.0,234524.0,190975.0,36985.0,235147.0,3745.0,44913.0,33021.0,5826.0,45519.0,35644.0,300546.0,92335.0,17249.0,239142.0,3818.0,60176.0,39705.0,7250.0,63107.0,4559.0,67089.0,93221.0,17972.0,97233.0,922.0,12533.0,39116.0,10069.0,27981.0,42226.0,221221.0,245174.0,61786.0,210798.0,4054.0,35828.0,35809.0,8271.0,41196.0,35644.0,300546.0,92335.0,17249.0,239142.0,3818.0,60176.0,39705.0,7250.0,63107.0,4559.0,67089.0,93221.0,17972.0,97233.0,922.0,12533.0,39116.0,10069.0,27981.0,20932266.0,82.89,6.84,1.14,4.33,1.57,2.43,0.8
"Sergipe, Brazil",State,97000.0,13000.0,17000.0,5800.0,4500.0,30000.0,Monthly,57.98,7.77,17.93,10.16,3.47,2.69,160000.0,520000.0,170000.0,24000.0,370000.0,3000.0,19000.0,8700.0,1200.0,16000.0,1000.0,3400.0,1400.0,1000.0,2700.0,1700.0,13000.0,2200.0,1000.0,6900.0,1000.0,3800.0,1600.0,1000.0,3800.0,1000.0,1200.0,1000.0,1000.0,1500.0,1000.0,1000.0,1000.0,1000.0,1000.0,4200.0,18000.0,12000.0,2000.0,16000.0,1000.0,2000.0,1400.0,1000.0,1700.0,1700.0,13000.0,2200.0,1000.0,6900.0,1000.0,3800.0,1600.0,1000.0,3800.0,1000.0,1200.0,1000.0,1000.0,1500.0,1000.0,1000.0,1000.0,1000.0,1000.0,1200000.0,86.06,8.08,1.08,2.5,1.42,0.48,0.38
"Sergipe, Brazil",State,70329.0,9823.0,13461.0,5193.0,3617.0,20512.0,Daily,57.21,7.99,16.69,10.95,4.22,2.94,71995.0,278580.0,93404.0,11410.0,220186.0,1960.0,12984.0,6744.0,1028.0,12114.0,997.0,2337.0,1119.0,997.0,2217.0,1034.0,8389.0,1699.0,997.0,4699.0,997.0,3039.0,1453.0,997.0,3099.0,997.0,1099.0,856.0,498.0,1499.0,0.0,749.0,692.0,498.0,899.0,3338.0,12397.0,8546.0,1472.0,12246.0,997.0,1472.0,1010.0,997.0,1299.0,1034.0,8389.0,1699.0,997.0,4699.0,997.0,3039.0,1453.0,997.0,3099.0,997.0,1099.0,856.0,498.0,1499.0,0.0,749.0,692.0,498.0,899.0,645119.0,80.94,10.9,1.52,3.18,2.09,0.8,0.56
"Goiás, Brazil",State,220000.0,42000.0,45000.0,19000.0,23000.0,170000.0,Monthly,42.39,8.09,32.76,8.67,3.66,4.43,410000.0,1700000.0,720000.0,92000.0,1300000.0,5200.0,42000.0,27000.0,3700.0,39000.0,1000.0,9300.0,5600.0,1000.0,8600.0,7600.0,65000.0,12000.0,1800.0,40000.0,1000.0,8300.0,4700.0,1000.0,8000.0,1000.0,3800.0,4100.0,1000.0,5200.0,1000.0,2800.0,4600.0,1000.0,5200.0,8500.0,36000.0,29000.0,5400.0,31000.0,1000.0,6600.0,4900.0,1000.0,6000.0,7600.0,65000.0,12000.0,1800.0,40000.0,1000.0,8300.0,4700.0,1000.0,8000.0,1000.0,3800.0,4100.0,1000.0,5200.0,1000.0,2800.0,4600.0,1000.0,5200.0,4200000.0,87.64,5.24,1.0,4.05,1.07,0.45,0.55
"Goiás, Brazil",State,173014.0,35254.0,38722.0,17136.0,18166.0,135044.0,Daily,41.46,8.45,32.36,9.28,4.11,4.35,213104.0,1012292.0,462143.0,49732.0,864586.0,3826.0,33897.0,21495.0,2908.0,29312.0,777.0,7664.0,4634.0,749.0,7537.0,6079.0,51251.0,9434.0,1587.0,30797.0,832.0,6828.0,4142.0,999.0,6885.0,0.0,3706.0,3783.0,832.0,4588.0,997.0,2052.0,3512.0,833.0,4199.0,6426.0,28068.0,24256.0,3658.0,24549.0,999.0,5279.0,4287.0,777.0,4983.0,6079.0,51251.0,9434.0,1587.0,30797.0,832.0,6828.0,4142.0,999.0,6885.0,0.0,3706.0,3783.0,832.0,4588.0,997.0,2052.0,3512.0,833.0,4199.0,2600639.0,83.95,6.65,1.36,5.19,1.49,0.66,0.7
"Pernambuco, Brazil",State,480000.0,100000.0,79000.0,26000.0,21000.0,160000.0,Monthly,55.43,11.55,18.48,9.12,3.0,2.42,630000.0,2200000.0,800000.0,120000.0,1600000.0,14000.0,88000.0,43000.0,6000.0,79000.0,2300.0,22000.0,9900.0,1400.0,18000.0,8900.0,63000.0,12000.0,2100.0,37000.0,1400.0,17000.0,7900.0,1200.0,16000.0,1000.0,5100.0,5100.0,1000.0,6700.0,1000.0,2600.0,4300.0,1000.0,1000.0,20000.0,91000.0,60000.0,9900.0,83000.0,2000.0,17000.0,13000.0,2200.0,16000.0,8900.0,63000.0,12000.0,2100.0,37000.0,1400.0,17000.0,7900.0,1200.0,16000.0,1000.0,5100.0,5100.0,1000.0,6700.0,1000.0,2600.0,4300.0,1000.0,1000.0,5300000.0,83.66,9.06,1.89,3.02,1.49,0.49,0.4
"Pernambuco, Brazil",State,360801.0,80285.0,62875.0,22670.0,15911.0,117904.0,Daily,54.63,12.16,17.85,9.52,3.43,2.41,311975.0,1245492.0,483412.0,64025.0,1039359.0,9963.0,62063.0,31436.0,4272.0,57327.0,1931.0,17540.0,7477.0,1026.0,13499.0,6038.0,43903.0,8233.0,1516.0,29009.0,1166.0,13454.0,6084.0,830.0,13272.0,498.0,3850.0,4581.0,749.0,6247.0,498.0,1637.0,3236.0,599.0,755.0,13627.0,70472.0,49640.0,8586.0,67215.0,1749.0,13350.0,10801.0,1776.0,13943.0,6038.0,43903.0,8233.0,1516.0,29009.0,1166.0,13454.0,6084.0,830.0,13272.0,498.0,3850.0,4581.0,749.0,6247.0,498.0,1637.0,3236.0,599.0,755.0,3192719.0,79.31,11.3,2.51,3.69,1.97,0.71,0.5
"Tocantins, Brazil",State,46000.0,18000.0,8800.0,4100.0,4300.0,31000.0,Monthly,41.0,16.04,27.63,7.84,3.65,3.83,100000.0,330000.0,100000.0,12000.0,240000.0,1400.0,9900.0,4700.0,1000.0,8400.0,1000.0,4000.0,1800.0,1000.0,3900.0,1500.0,13000.0,1800.0,1000.0,6500.0,1000.0,2000.0,1000.0,1000.0,1800.0,1000.0,1000.0,1000.0,1000.0,1100.0,1000.0,1000.0,1000.0,1000.0,1000.0,2400.0,9200.0,5100.0,1000.0,7500.0,1000.0,3100.0,1800.0,1000.0,2600.0,1500.0,13000.0,1800.0,1000.0,6500.0,1000.0,2000.0,1000.0,1000.0,1800.0,1000.0,1000.0,1000.0,1000.0,1100.0,1000.0,1000.0,1000.0,1000.0,1000.0,780000.0,85.62,5.9,2.31,3.97,1.13,0.53,0.55
"Tocantins, Brazil",State,34435.0,14580.0,7367.0,3165.0,2825.0,23392.0,Daily,40.15,17.0,27.27,8.59,3.69,3.29,49357.0,193760.0,57019.0,6399.0,147395.0,933.0,6812.0,3524.0,624.0,5572.0,498.0,2855.0,1436.0,664.0,2867.0,946.0,10098.0,1028.0,0.0,4853.0,997.0,1499.0,713.0,498.0,1388.0,0.0,499.0,888.0,997.0,1020.0,997.0,666.0,799.0,997.0,499.0,1799.0,7299.0,3804.0,922.0,5832.0,664.0,2361.0,1587.0,999.0,2195.0,946.0,10098.0,1028.0,0.0,4853.0,997.0,1499.0,713.0,498.0,1388.0,0.0,499.0,888.0,997.0,1020.0,997.0,666.0,799.0,997.0,499.0,450735.0,80.97,7.64,3.23,5.19,1.63,0.7,0.63
